Metadata	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Turicibacter	Medium	7.4502153040787e-05	154	5	0.125213346640347	0.520226017551028
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_uncultured Porphyromonadaceae bacterium	Children	-0.00084780972841926	154	120	0.126561784031282	0.523550418204776
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-014	Medium	-0.00135612993144434	154	144	0.126964542834401	0.523550418204776
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-003	Medium	-9.12538589927495e-05	154	142	0.127962639764449	0.524535427004877
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_|D_5_	Medium	7.66004306871854e-05	154	9	0.128156248741428	0.524535427004877
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae|D_5_	M	-3.56718839896267e-05	154	7	0.133430914792754	0.528601127200313
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotellaceae UCG-004	M	0.000180042267566589	154	32	0.131425391969878	0.528601127200313
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-010	Medium	-0.000201590581185368	154	118	0.131943311657387	0.528601127200313
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Roseburia	Medium	-0.00119920089337633	154	131	0.132387106460898	0.528601127200313
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-014	M	-0.00130566131810502	154	144	0.133914796168626	0.528601127200313
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_|D_4_|D_5_	M	-5.938615952671e-05	154	43	0.133950694358663	0.528601127200313
Gender	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriaceae	M	-0.000140051347606408	154	134	0.133309145888096	0.528601127200313
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae	Children	-4.49924109584526e-05	154	82	0.130631465728639	0.528601127200313
Urban	D_0_Bacteria|D_1_Spirochaetes|D_2_Spirochaetia|D_3_Spirochaetales|D_4_Spirochaetaceae	Medium	-0.00751080320437179	154	96	0.131807905422738	0.528601127200313
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales	Medium	0.000565927862916436	154	130	0.130690231988596	0.528601127200313
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotellaceae UCG-003	Children	-0.00176952099250454	154	108	0.138681731113051	0.533876174669474
Age_grp	D_0_Bacteria|D_1_Fibrobacteres|D_2_Fibrobacteria|D_3_Fibrobacterales|D_4_Fibrobacteraceae|D_5_Fibrobacter	Children	-1.55178374377154e-05	154	6	0.136210078838783	0.533876174669474
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Family XIII AD3011 group	Medium	-9.23150231745601e-05	154	105	0.138612707070285	0.533876174669474
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Mogibacterium	Children	-0.000116536631477281	154	72	0.137748815045249	0.533876174669474
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] hallii group	M	-0.000276807903723392	154	136	0.137909836086964	0.533876174669474
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_Ruminobacter	Medium	0.00762763468651108	154	106	0.138523055790006	0.533876174669474
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae	M	-0.000152513237568313	154	112	0.13681991296268	0.533876174669474
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_uncultured proteobacterium	Medium	-1.27856928003009e-05	154	4	0.140216411454561	0.537903376346592
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_metagenome	Children	-0.000446759190422363	154	62	0.141093390014977	0.539178900237658
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae FCS020 group	Children	-5.97930743496619e-05	154	58	0.143469521100756	0.539178900237658
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Lachnospiraceae UCG-003	M	9.38892798011806e-05	154	38	0.142883801055684	0.539178900237658
Urban	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_vadinBE97|D_5_	Medium	-5.10980864629477e-06	154	4	0.142103815663379	0.539178900237658
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_uncultured rumen bacterium	Children	-0.00015339812730721	154	27	0.142791624874627	0.539178900237658
Urban	D_0_Bacteria|D_1_Fusobacteria|D_2_Fusobacteriia|D_3_Fusobacteriales|D_4_Fusobacteriaceae	Medium	-0.000397007719145565	154	45	0.143487209600031	0.539178900237658
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Actinobacteria|D_3_Micrococcales|D_4_Micrococcaceae|D_5_Rothia	Medium	1.61434172076079e-05	154	14	0.14455210548285	0.540570959807846
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_|D_5_	Medium	4.95008033603671e-05	154	18	0.146666442415271	0.540570959807846
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Agathobacter	Children	0.000742513553840479	154	105	0.148253376939655	0.540570959807846
Urban	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_vadinBE97|D_5_uncultured bacterium	Medium	0.000381987662015922	154	83	0.146232656295618	0.540570959807846
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Deltaproteobacteria|D_3_Desulfovibrionales|D_4_Desulfovibrionaceae|D_5_Bilophila	Medium	9.19816072381912e-05	154	74	0.147275630153833	0.540570959807846
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_	Medium	0.000103754478223773	154	8	0.147537917074131	0.540570959807846
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pseudomonadales|D_4_Moraxellaceae|D_5_Moraxella	Children	-1.67932205112245e-05	154	8	0.144857861752797	0.540570959807846
Urban	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Izimaplasmatales|D_4_uncultured bacterium|D_5_uncultured bacterium	Medium	-0.000144076270907674	154	46	0.14827650305356	0.540570959807846
Age_grp	D_0_Bacteria|D_1_Verrucomicrobia|D_2_Verrucomicrobiae|D_3_Verrucomicrobiales|D_4_Akkermansiaceae|D_5_Akkermansia	Children	-0.000413102252245298	154	38	0.147813192613316	0.540570959807846
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_|D_3_|D_4_|D_5_	Medium	-1.99406145560457e-05	154	10	0.149198189986972	0.542135997279394
Age_grp	D_0_Bacteria|D_1_Fusobacteria|D_2_Fusobacteriia|D_3_Fusobacteriales|D_4_Leptotrichiaceae|D_5_Oceanivirga	Children	3.3585518264945e-06	154	6	0.149767790344809	0.542415582794852
Age_grp	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_uncultured	Children	1.53865314396198e-05	154	17	0.150881668559143	0.543067364636023
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales	Children	0.0104033070858958	154	154	0.150934253931538	0.543067364636023
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia	Children	0.0103563113740562	154	154	0.15235851487612	0.546406269962892
Gender	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Coriobacteriales Incertae Sedis|D_5_uncultured	M	-4.09967568496434e-06	154	3	0.15309204604927	0.547254359416384
Age_grp	D_0_Bacteria|D_1_Synergistetes|D_2_Synergistia|D_3_Synergistales|D_4_Synergistaceae	Children	-9.28563858093425e-06	154	2	0.153693091568225	0.547624899082899
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Christensenellaceae|D_5_uncultured	M	-4.08104461517419e-05	154	22	0.154828074500516	0.549889387177639
Gender	D_0_Archaea|D_1_Euryarchaeota|D_2_Thermoplasmata|D_3_Methanomassiliicoccales|D_4_Methanomethylophilaceae|D_5_uncultured	M	-3.60785846819002e-06	154	3	0.156493714114607	0.551467443559378
Age_grp	D_0_Bacteria|D_1_Cyanobacteria|D_2_Melainabacteria|D_3_Gastranaerophilales|D_4_uncultured bacterium|D_5_uncultured bacterium	Children	0.000725084997492233	154	131	0.156379846103969	0.551467443559378
Urban	D_0_Bacteria|D_1_Spirochaetes|D_2_Spirochaetia|D_3_Spirochaetales|D_4_Spirochaetaceae|D_5_Treponema 2	Medium	-0.00706358010249786	154	93	0.156775031638588	0.551467443559378
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Marinifilaceae|D_5_Sanguibacteroides	Medium	4.0099762183181e-06	154	4	0.158407792272477	0.555436239783429
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Erysipelotrichaceae UCG-004	Children	-0.00015857532436585	154	88	0.160113100710237	0.559633409149114
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Sphingobacteriales|D_4_Sphingobacteriaceae	Medium	-1.23852947847797e-05	154	5	0.161928287426052	0.564186849544569
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Enterococcaceae|D_5_Enterococcus	Children	0.000176445592177611	154	31	0.162650117166788	0.564914129339537
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Family XIII|D_5_Mogibacterium	M	-0.000106834247814915	154	72	0.164344269669601	0.567165201751055
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Betaproteobacteriales|D_4_Burkholderiaceae|D_5_Comamonas	Medium	7.44092476147877e-05	154	5	0.16418624849212	0.567165201751055
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Enterococcaceae	Medium	-0.00017518731083207	154	32	0.164843655368154	0.567165201751055
Urban	D_0_Bacteria|D_1_Actinobacteria|D_2_Actinobacteria|D_3_Actinomycetales|D_4_Actinomycetaceae|D_5_Arcanobacterium	Medium	2.00540730085742e-05	154	5	0.168824209252144	0.571548706705543
Gender	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Enterorhabdus	M	-1.52812021406151e-05	154	23	0.171308876669236	0.571548706705543
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Enterococcaceae|D_5_Enterococcus	Medium	-0.000173100999025385	154	31	0.17002809925675	0.571548706705543
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Howardella	Children	-5.24458437924983e-06	154	16	0.169620784998654	0.571548706705543
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-002	Children	-0.00153947579995112	154	149	0.170838222166494	0.571548706705543
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminococcaceae UCG-013	Children	-0.000188519299750545	154	110	0.167438720808794	0.571548706705543
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Erysipelotrichaceae UCG-003	Children	0.000107078392463287	154	90	0.166850344103319	0.571548706705543
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Solobacterium	M	-8.23454714986829e-05	154	31	0.169190707843201	0.571548706705543
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_uncultured|D_5_gut metagenome	Medium	-0.000293366959981276	154	83	0.169096055859643	0.571548706705543
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Lactobacillales|D_4_Enterococcaceae	Children	0.000173176081827481	154	32	0.17040030452404	0.571548706705543
Gender	D_0_Bacteria|D_1_Actinobacteria|D_2_Coriobacteriia|D_3_Coriobacteriales|D_4_Eggerthellaceae|D_5_Slackia	M	-1.86014420989923e-05	154	41	0.172485640778482	0.572008103906954
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiaceae 1|D_5_Clostridium sensu stricto 1	Children	-0.00112670155437175	154	141	0.172150449378803	0.572008103906954
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_	Medium	-3.17686438346961e-06	154	2	0.178574411571132	0.572059095217464
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Bacillales|D_4_Planococcaceae|D_5_Lysinibacillus	M	-0.000522734017261373	154	8	0.179775156171882	0.572059095217464
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_	Medium	-0.000241365280417934	154	99	0.173971798613503	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Defluviitaleaceae|D_5_Defluviitaleaceae UCG-011	Children	7.50111627394645e-06	154	7	0.179616574509781	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Blautia	Children	0.000773230768886461	154	152	0.176648484330372	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Tyzzerella 3	Children	7.91428769091157e-06	154	6	0.174107105458668	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptococcaceae|D_5_	Children	-1.25019362992535e-05	154	5	0.177963396639577	0.572059095217464
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Peptostreptococcaceae|D_5_Romboutsia	M	-0.000354320018588039	154	70	0.174837961815599	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Butyricicoccus	Children	8.60447039724146e-05	154	124	0.179172990761092	0.572059095217464
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 6	Medium	-0.000163970015651813	154	84	0.175487366331834	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_uncultured	Children	-2.27635163854674e-05	154	14	0.176916113079641	0.572059095217464
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Coxiellales|D_4_Coxiellaceae|D_5_Coxiella	Medium	9.22065374568571e-06	154	3	0.175393120861439	0.572059095217464
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Barnesiellaceae	M	2.00359795227082e-05	154	2	0.175789313934142	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Fusobacteria|D_2_Fusobacteriia|D_3_Fusobacteriales|D_4_Leptotrichiaceae	Children	-0.000453693453696225	154	23	0.179518908177268	0.572059095217464
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Ruminiclostridium 6	Children	0.000161810369218011	154	84	0.181908760871524	0.577180247030398
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Coxiellales|D_4_Coxiellaceae|D_5_Coxiella	M	8.88535724584255e-06	154	3	0.182882384152774	0.578602025724724
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Barnesiellaceae|D_5_Coprobacter	M	7.4829535425031e-06	154	2	0.186118976447643	0.583809097062263
Gender	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_	M	-3.06134204225251e-06	154	2	0.186108029906452	0.583809097062263
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae|D_5_Veillonella	M	-0.000110305637368222	154	78	0.186024075000444	0.583809097062263
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Ruminococcus] gauvreauii group	M	-8.80278950147115e-05	154	88	0.188309517183519	0.584098382131522
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 3	M	-0.000139982046965772	154	116	0.187288966805992	0.584098382131522
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_uncultured	M	2.17058395314716e-05	154	14	0.188333265809891	0.584098382131522
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae	M	-0.00499869325454727	154	154	0.187518163379634	0.584098382131522
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Ruminococcaceae|D_5_Subdoligranulum	Children	0.000604584212116094	154	152	0.189111708035559	0.584865141986379
Urban	D_0_Bacteria|D_1_Epsilonbacteraeota|D_2_Campylobacteria|D_3_Campylobacterales|D_4_Helicobacteraceae|D_5_Helicobacter	Medium	-5.98417504240273e-05	154	14	0.190870035941954	0.585370221649281
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Holdemanella	Children	0.000382993799711592	154	146	0.190152784921334	0.585370221649281
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae|D_5_	M	4.62997775119265e-05	154	4	0.190433979054557	0.585370221649281
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Prevotellaceae|D_5_Prevotella	Children	-3.24537335417767e-05	154	8	0.191811203447213	0.586622597209394
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] ventriosum group	Children	-5.96216475357591e-05	154	39	0.193278443615993	0.587285403524326
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Deltaproteobacteria|D_3_Desulfovibrionales|D_4_Desulfovibrionaceae|D_5_uncultured	M	2.62004042499699e-06	154	6	0.193628157565241	0.587285403524326
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pasteurellales|D_4_Pasteurellaceae|D_5_Aggregatibacter	M	8.11165563406992e-05	154	4	0.192924804651098	0.587285403524326
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Negativicutes|D_3_Selenomonadales|D_4_Veillonellaceae|D_5_Megasphaera	Medium	0.000469677811680951	154	9	0.194452261335176	0.588164669587991
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_Coprococcus 1	M	-5.18783548000097e-05	154	119	0.195041576826669	0.588330893386747
Age_grp	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Muribaculaceae|D_5_uncultured bacterium	Children	-0.00071985488920013	154	95	0.201817704098265	0.590309348304024
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Bacillales|D_4_Planococcaceae|D_5_Kurthia	Medium	8.76535649396013e-05	154	8	0.199294004950797	0.590309348304024
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Bacilli|D_3_Bacillales|D_4_Planococcaceae|D_5_Kurthia	M	8.58737006255003e-05	154	8	0.199653733875698	0.590309348304024
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_	M	-0.000221990283129672	154	99	0.202033710721312	0.590309348304024
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] xylanophilum group	M	1.303628518992e-05	154	9	0.199745493430264	0.590309348304024
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Ruminococcus] torques group	M	-0.00032122343620549	154	129	0.201707246154133	0.590309348304024
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Erysipelotrichia|D_3_Erysipelotrichales|D_4_Erysipelotrichaceae|D_5_Turicibacter	Children	-6.25726507760305e-05	154	5	0.198037170696509	0.590309348304024
Urban	D_0_Bacteria|D_1_Fusobacteria|D_2_Fusobacteriia|D_3_Fusobacteriales|D_4_Leptotrichiaceae|D_5_Sneathia	Medium	-5.78352228411796e-05	154	8	0.202131357230352	0.590309348304024
Urban	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_vadinBE97|D_5_uncultured rumen bacterium	Medium	-0.00023218601702124	154	44	0.201383633618674	0.590309348304024
Urban	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Rhodospirillales|D_4_|D_5_	Medium	-1.64124201420708e-05	154	10	0.197337477228124	0.590309348304024
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Aeromonadales|D_4_Succinivibrionaceae|D_5_Ruminobacter	M	-0.00648159567005929	154	106	0.198801709773432	0.590309348304024
Gender	D_0_Bacteria|D_1_Tenericutes|D_2_Mollicutes|D_3_Izimaplasmatales|D_4_uncultured bacterium|D_5_uncultured bacterium	M	-0.000125207980523547	154	46	0.199741648124483	0.590309348304024
Age_grp	D_0_Bacteria|D_1_Verrucomicrobia|D_2_Verrucomicrobiae|D_3_Opitutales|D_4_Puniceicoccaceae|D_5_	Children	-4.13996043141047e-06	154	7	0.203320795870532	0.592212159400677
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_	Children	0.000689993796634303	154	133	0.207095599651917	0.59845736277365
Gender	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pseudomonadales|D_4_Pseudomonadaceae|D_5_Pseudomonas	M	-1.3526020373027e-06	154	2	0.206797457049005	0.59845736277365
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group	Children	-0.00128585743221272	154	147	0.207032665033243	0.59845736277365
Urban	D_0_Bacteria|D_1_Bacteroidetes|D_2_Bacteroidia|D_3_Bacteroidales|D_4_Rikenellaceae|D_5_Alistipes	Medium	0.00022615376095231	154	96	0.209095314587412	0.602654296755866
Urban	D_0_Bacteria|D_1_Elusimicrobia|D_2_Elusimicrobia|D_3_Elusimicrobiales|D_4_Elusimicrobiaceae|D_5_Elusimicrobium	Medium	-0.000506334721652157	154	95	0.210782982269224	0.604354331975041
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_|D_4_|D_5_	Children	-5.06467819600202e-05	154	43	0.210349686467235	0.604354331975041
Gender	D_0_Bacteria|D_1_Lentisphaerae|D_2_Lentisphaeria|D_3_Victivallales|D_4_Victivallaceae|D_5_Victivallis	M	-7.34405375290399e-05	154	54	0.211989272646411	0.604663702548443
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Enterobacteriales|D_4_Enterobacteriaceae|D_5_Escherichia-Shigella	Children	0.00418111458419987	154	141	0.211711184156928	0.604663702548443
Gender	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_[Eubacterium] eligens group	M	0.000512965809356383	154	133	0.214145949109181	0.609236924985036
Age_grp	D_0_Bacteria|D_1_Fusobacteria|D_2_Fusobacteriia|D_3_Fusobacteriales|D_4_Fusobacteriaceae|D_5_Fusobacterium	Children	-0.000283328896298417	154	26	0.215817237150571	0.612409221914379
Urban	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Lachnospiraceae|D_5_GCA-900066575	Medium	-1.68470602558693e-05	154	34	0.216557886801009	0.612931191177148
Age_grp	D_0_Bacteria|D_1_Lentisphaerae|D_2_Oligosphaeria|D_3_Oligosphaerales|D_4_Oligosphaeraceae|D_5_Z20	Children	-0.000313736881055834	154	33	0.217887327489024	0.615112686065168
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Gammaproteobacteria|D_3_Pseudomonadales|D_4_Moraxellaceae	Children	-1.54629541735588e-05	154	10	0.218761938827805	0.616002288105916
Age_grp	D_0_Bacteria|D_1_Proteobacteria|D_2_Alphaproteobacteria|D_3_Paracaedibacterales|D_4_Paracaedibacteraceae|D_5_uncultured	Children	4.76566989503291e-05	154	48	0.219607817547598	0.616806650816085
Age_grp	D_0_Bacteria|D_1_Firmicutes|D_2_Clostridia|D_3_Clostridiales|D_4_Clostridiales vadinBB60 group|D_5_uncultured bacterium	Children	-0.000637678243133699	154	140	0.221726078470744	0.621171532814986
